Date,Open,High,Low,Close,Volume
2024-12-31,196.7947,198.0249,195.0971,196.6807,0.0
2025-01-01,196.8083,196.931,196.4914,196.7003,0.0
2025-01-02,196.7094,197.9527,193.2239,194.8678,0.0
2025-01-03,194.9114,195.9151,194.0827,195.3551,0.0
2025-01-04,195.3173,195.3173,195.3173,195.3173,0.0
2025-01-05,194.9642,195.1778,194.9642,195.1778,0.0
2025-01-06,195.2751,198.2553,193.9107,197.2022,0.0
2025-01-07,197.1826,199.233,196.317,197.1358,0.0
2025-01-08,197.1632,198.0974,194.5382,195.729,0.0
2025-01-09,195.6664,195.8781,192.8335,194.5373,0.0
2025-01-10,194.4672,195.7675,191.6713,192.4109,0.0
2025-01-11,192.4109,192.4109,192.4046,192.4046,0.0
2025-01-12,192.4046,192.4046,192.1681,192.3447,0.0
2025-01-13,192.4371,192.8756,189.8461,192.0905,0.0
2025-01-14,192.1229,193.7957,190.5897,192.9114,0.0
2025-01-15,192.8843,194.5341,189.5749,191.4358,0.0
2025-01-16,191.4202,191.9065,188.8027,189.8249,0.0
2025-01-17,189.8974,191.469,188.4534,190.071,0.0
2025-01-18,190.0663,190.0663,190.0663,190.0663,0.0
2025-01-19,190.0663,190.0663,190.0663,190.0663,0.0
2025-01-20,190.2059,193.293,188.9725,191.734,0.0
2025-01-21,191.7246,192.8705,189.7067,190.6883,0.0
2025-01-22,192.0426,193.9387,191.1877,192.7286,0.0
2025-01-23,192.7172,193.9841,191.4487,192.7595,0.0
2025-01-24,192.7021,195.7494,191.1859,194.5383,0.0
2025-01-25,194.5726,194.5726,194.5726,194.5726,0.0
2025-01-26,194.2369,194.3305,193.9566,194.1,0.0
2025-01-27,193.9357,195.6709,190.9899,193.0657,0.0
2025-01-28,193.0292,194.9413,191.7209,193.4681,0.0
2025-01-29,193.5157,194.1651,192.0066,193.1476,0.0
2025-01-30,193.1812,193.6817,190.8041,191.5788,0.0
2025-01-31,191.4752,193.5839,190.6268,192.3,0.0
2025-02-01,192.2693,192.2693,192.2693,192.2693,0.0
2025-02-02,191.9335,192.7227,189.8555,190.0124,0.0
2025-02-03,190.2074,194.1588,188.6364,192.5863,0.0
2025-02-04,192.6122,194.2924,190.8319,192.5333,0.0
2025-02-05,192.5659,193.8414,189.5734,190.8149,0.0
2025-02-06,190.8201,191.2634,186.921,188.1248,0.0
2025-02-07,188.2061,190.4383,186.7805,187.6545,0.0
2025-02-09,187.5174,188.0497,187.1849,187.4523,0.0
2025-02-10,187.0712,189.4827,186.8439,187.9438,0.0
2025-02-11,187.959,190.0631,187.0101,189.7581,0.0
2025-02-12,189.7182,193.2483,188.5566,192.1304,0.0
2025-02-13,192.1265,194.3895,189.8772,191.9655,0.0
2025-02-14,191.9564,193.4297,190.7757,191.5843,0.0
2025-02-15,191.6117,191.6117,191.6117,191.6117,0.0
2025-02-16,191.4518,191.6754,191.3594,191.5524,0.0
2025-02-17,191.6264,192.5415,190.3295,191.2215,0.0
2025-02-18,191.2347,192.2551,190.268,191.7566,0.0
2025-02-19,191.721,192.5206,190.0038,190.6054,0.0
2025-02-20,190.5772,191.9165,187.8856,189.5099,0.0
2025-02-21,189.4824,191.1106,188.0066,188.5433,0.0
2025-02-23,188.5811,188.8989,188.3878,188.7269,0.0
2025-02-24,188.6781,190.1989,187.7113,188.9566,0.0
2025-02-25,188.9679,190.5471,187.2683,188.7302,0.0
2025-02-26,188.681,190.5918,187.7751,188.9434,0.0
2025-02-27,188.8921,190.5388,187.3794,188.7268,0.0
2025-02-28,188.7117,190.5796,187.2457,189.3013,0.0
2025-03-01,189.3983,189.3983,189.3983,189.3983,0.0
2025-03-02,189.4109,190.0043,189.1358,189.5566,0.0
2025-03-03,189.5668,192.5225,187.5151,189.8355,0.0
2025-03-04,189.807,191.8336,187.7567,191.6419,0.0
2025-03-05,191.5758,193.7464,189.4408,191.9469,0.0
2025-03-06,191.9394,192.9954,189.5191,190.5886,0.0
2025-03-07,190.5334,191.836,189.1597,191.2304,0.0
